chunk_id,rule_id,domain,source_file,error_code,historical_context,severity,difficulty,text
64,cse-tr-397-99:CADENCE_GRAVITY:64,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"Cadence 1 (see Figure 11) is eliminated because of the B natural in the soprano voice, which is not diatonic to the key of F. Cadence 2 is removed by the same rule. Cadenc e 4 overlaps Cadence 5, and is eliminated by comparing the NHTs of the two keys."
65,cse-tr-397-99:CADENCE_GRAVITY:65,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"Cadence 2 is removed by the same rule. Cadenc e 4 overlaps Cadence 5, and is eliminated by comparing the NHTs of the two keys. Thus, the cadences in Figure 13 comprise the cadence space."
66,cse-tr-397-99:CADENCE_GRAVITY:66,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"Cadenc e 4 overlaps Cadence 5, and is eliminated by comparing the NHTs of the two keys. Thus, the cadences in Figure 13 comprise the cadence space. Note that the first chord of the piece is automatically the first chord in the cadence l ist."
67,cse-tr-397-99:CADENCE_GRAVITY:67,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"Thus, the cadences in Figure 13 comprise the cadence space. Note that the first chord of the piece is automatically the first chord in the cadence l ist. This serves as the starting point for identifying modulations, which we discuss later."
68,cse-tr-397-99:CADENCE_GRAVITY:68,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"This serves as the starting point for identifying modulations, which we discuss later. The cadence list from Figure 13 would be {C,C,G,C,C}. (These are the roots of the chords that comprise the Cadence Space.) 3.1.4 MODULATE(Z k,Zk+1): line 14 of overall algorithm Between sequential cadences Z k and Z k+1, a modulation is possible if their key attributes are different."
69,cse-tr-397-99:CADENCE_GRAVITY:69,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"The cadence list from Figure 13 would be {C,C,G,C,C}. (These are the roots of the chords that comprise the Cadence Space.) 3.1.4 MODULATE(Z k,Zk+1): line 14 of overall algorithm Between sequential cadences Z k and Z k+1, a modulation is possible if their key attributes are different. To determine if a modulation occurs, the algorithm builds a table of the sums of all the harmonic tones, relative t o all twelve major keys, of all the chords between consecutive cadences."
70,cse-tr-397-99:CADENCE_GRAVITY:70,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"(These are the roots of the chords that comprise the Cadence Space.) 3.1.4 MODULATE(Z k,Zk+1): line 14 of overall algorithm Between sequential cadences Z k and Z k+1, a modulation is possible if their key attributes are different. To determine if a modulation occurs, the algorithm builds a table of the sums of all the harmonic tones, relative t o all twelve major keys, of all the chords between consecutive cadences. (This is an O(|V|) operation.) To determine if the section between Z k and Z k+1 modulates, the MODULATE algorithm compares the table values for the corresponding section for Z k.key and Zk+1.key."
71,cse-tr-397-99:LEADING_TONE_UNRESOLVED:71,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,LEADING_TONE_UNRESOLVED,Common Practice Period and tonal theory,Stylistic,intermediate,"The harmonic -tone table uses a weighting to represent accurately the tonality of a section. Since a leading tone to the dominant (which is really a non -harmonic tone relative to the tonic) can still suggest the tonic itself, it is considered a partial harmonic tone. The weighting used in our algorithm is that a harmonic tone (relative to the tonic) has a weight of 5, whereas a leading tone to the dominant gets a weight of 1."
72,cse-tr-397-99:LEADING_TONE_UNRESOLVED:72,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,LEADING_TONE_UNRESOLVED,Common Practice Period and tonal theory,Stylistic,intermediate,"Since a leading tone to the dominant (which is really a non -harmonic tone relative to the tonic) can still suggest the tonic itself, it is considered a partial harmonic tone. The weighting used in our algorithm is that a harmonic tone (relative to the tonic) has a weight of 5, whereas a leading tone to the dominant gets a weight of 1. The result is that the --- Page 16 --- 16 presence of an occasional leading tone to the dominant in a passage does not necessarily suggest that the tonal center of that passage is the dominant; it may still be the tonic."
73,cse-tr-397-99:LEADING_TONE_UNRESOLVED:73,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,LEADING_TONE_UNRESOLVED,Common Practice Period and tonal theory,Stylistic,intermediate,"The weighting used in our algorithm is that a harmonic tone (relative to the tonic) has a weight of 5, whereas a leading tone to the dominant gets a weight of 1. The result is that the --- Page 16 --- 16 presence of an occasional leading tone to the dominant in a passage does not necessarily suggest that the tonal center of that passage is the dominant; it may still be the tonic. For example, consider the following notes: C,D,E,F,F#,G."
74,cse-tr-397-99:LEADING_TONE_UNRESOLVED:74,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,LEADING_TONE_UNRESOLVED,Common Practice Period and tonal theory,Stylistic,intermediate,"For example, consider the following notes: C,D,E,F,F#,G. In C major, all the notes are harmonic tones except for the F#, which is a leading tone to the dominant , G major. Thus, the value for this passage in the harmonic tone t able would be 26."
75,cse-tr-397-99:LEADING_TONE_UNRESOLVED:75,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,LEADING_TONE_UNRESOLVED,Common Practice Period and tonal theory,Stylistic,intermediate,"Thus, the value for this passage in the harmonic tone t able would be 26. (Five harmonic tones, one leading tone to the dominant.) In G major, the harmonic tone value for this passage would be 25; there are five harmonic tones (each with a weight of 5), and one non -harmonic tone, (F), which has a weight of zero. This passage is therefore more likely to be in C major than in G major."
76,cse-tr-397-99:DOMINANT_FUNCTION:76,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,DOMINANT_FUNCTION,Common Practice Period and tonal theory,Stylistic,intermediate,"A linear s earch of the chords between Z k and Z k+1 finds the chord where the modulation occurs. If the modulation is to the dominant (Z k+1.key = Zk.key + 7) , then the search order through V i is from Z k to Z k+1. If the modulation is to the subdominant (Z k+1.key = Zk.key - 7), then a reverse search (Z k+1 to Z k) is used."
77,cse-tr-397-99:LEADING_TONE_UNRESOLVED:77,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,LEADING_TONE_UNRESOLVED,Common Practice Period and tonal theory,Stylistic,intermediate,"If the modulation is to the dominant (Z k+1.key = Zk.key + 7) , then the search order through V i is from Z k to Z k+1. If the modulation is to the subdominant (Z k+1.key = Zk.key - 7), then a reverse search (Z k+1 to Z k) is used. In both cases, the search looks for the first chord that contains a leading tone to Z k+1.key."
78,cse-tr-397-99:LEADING_TONE_UNRESOLVED:78,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,LEADING_TONE_UNRESOLVED,Common Practice Period and tonal theory,Stylistic,intermediate,"If the modulation is to the subdominant (Z k+1.key = Zk.key - 7), then a reverse search (Z k+1 to Z k) is used. In both cases, the search looks for the first chord that contains a leading tone to Z k+1.key. Having found this chord, the search proceeds forward (regardless of its initial direction) for the first ton ic (I) chord to Z k+1.key."
79,cse-tr-397-99:CADENCE_GRAVITY:79,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"Its ar guments are Z k and Z k+1, and it returns the chord number (Vi.index) where the modulation occurs. If Z k+1.key = Zk.key, then no modulation exists between the cadences, and MODULATE returns zero. A special case of MODULATE occurs when checking the last two c adences in the list."
80,cse-tr-397-99:CADENCE_GRAVITY:80,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"It ignores the harmonic tone table lookup and perf orms the search previously described. For example, if the keys of the last two cadences are {E,A}, then it must modulate to A. In Figure 13, modulations are possible between Cadence 3 and Cadence 5 (C -G), and between Cadence 5 and Cadence 6 (G -C)."
81,cse-tr-397-99:CADENCE_GRAVITY:81,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"For example, if the keys of the last two cadences are {E,A}, then it must modulate to A. In Figure 13, modulations are possible between Cadence 3 and Cadence 5 (C -G), and between Cadence 5 and Cadence 6 (G -C). MODULATE identifies the following modulations: Modulation from C to GModulation from G to C Figure 14."
82,cse-tr-397-99:LEADING_TONE_UNRESOLVED:82,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,LEADING_TONE_UNRESOLVED,Common Practice Period and tonal theory,Stylistic,intermediate,"MODULATE identifies the following modulations: Modulation from C to GModulation from G to C Figure 14. In finding the modulation from G to C (dominant to tonic), it finds the first chord with a leading tone to G by a reverse search, and then proceeds forward to find the first chord that serves as both a V/I in G and I/V in C. This is the pivot chord, and the modulation occurs at the following chord."
83,cse-tr-397-99:CADENCE_GRAVITY:83,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"( MODULATE is defined in Section 3.1.4.) The precondition evaluation al gorithm is given in Figure 15. If the keys of the two cadences are the same, then there is no modulation between them. In this case, lines 2 -5 set C i,1pre to TRUE and the other preconditions to FALSE for all C i,j, where Z k+1.index ≥ i ≥ Zk.index."
84,cse-tr-397-99:CADENCE_GRAVITY:84,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,CADENCE_GRAVITY,Common Practice Period and tonal theory,Stylistic,intermediate,"In this case, lines 2 -5 set C i,1pre to TRUE and the other preconditions to FALSE for all C i,j, where Z k+1.index ≥ i ≥ Zk.index. If the keys of Z k and Z k+1 are different, then a modulation is possible between these cadence chords. If MODLUATE finds a modulation, then lines 6 -25 evaluate the preconditions such that up to the modulation, the tonal center is that of Z k (lines 14 -17); after the modulation, the tonal center is that of Z k+1(lines 22 -25)."
85,cse-tr-397-99:DOMINANT_FUNCTION:85,auditor,knowledge_base/Methodology/CSE-TR-397-99.txt,DOMINANT_FUNCTION,Common Practice Period and tonal theory,Stylistic,intermediate,"Lines 14 -21 set the preconditions for the modulation chord. If it modulates to the dominant, lines 14 -17 apply. For modulations to the subdominant, lines 18 -21 apply."
